seed,condition,task,a,b,attempt,proposed_class,verifier_pass
41874,validated_dream,ZORP,4,14,0,0,1
41874,validated_dream,ZORP,3,8,0,0,0
41874,validated_dream,ZORP,3,8,1,0,0
41874,validated_dream,ZORP,3,8,2,3,0
41874,validated_dream,ZORP,3,8,3,1,1
41874,validated_dream,ZORP,12,1,0,0,0
41874,validated_dream,ZORP,12,1,1,0,0
41874,validated_dream,ZORP,12,1,2,2,0
41874,validated_dream,ZORP,12,1,3,1,0
41874,validated_dream,ZORP,4,15,0,3,1
41874,validated_dream,ZORP,3,11,0,0,0
41874,validated_dream,ZORP,3,11,1,1,0
41874,validated_dream,ZORP,3,11,2,3,0
41874,validated_dream,ZORP,3,11,3,0,0
41874,validated_dream,ZORP,5,11,0,0,0
41874,validated_dream,ZORP,5,11,1,2,0
41874,validated_dream,ZORP,5,11,2,1,1
41874,validated_dream,ZORP,13,0,0,1,0
41874,validated_dream,ZORP,13,0,1,1,0
41874,validated_dream,ZORP,13,0,2,0,0
41874,validated_dream,ZORP,13,0,3,1,0
41874,validated_dream,ZORP,8,3,0,2,0
41874,validated_dream,ZORP,8,3,1,0,0
41874,validated_dream,ZORP,8,3,2,1,0
41874,validated_dream,ZORP,8,3,3,1,0
41874,validated_dream,ZORP,2,11,0,3,0
41874,validated_dream,ZORP,2,11,1,3,0
41874,validated_dream,ZORP,2,11,2,3,0
41874,validated_dream,ZORP,2,11,3,0,1
41874,validated_dream,ZORP,8,2,0,3,0
41874,validated_dream,ZORP,8,2,1,3,0
41874,validated_dream,ZORP,8,2,2,1,0
41874,validated_dream,ZORP,8,2,3,0,1
41874,validated_dream,ZORP,11,2,0,0,0
41874,validated_dream,ZORP,11,2,1,0,0
41874,validated_dream,ZORP,11,2,2,3,0
41874,validated_dream,ZORP,11,2,3,2,0
41874,validated_dream,ZORP,6,13,0,0,1
41874,validated_dream,ZORP,14,0,0,0,0
41874,validated_dream,ZORP,14,0,1,3,1
41874,validated_dream,ZORP,15,0,0,1,1
41874,validated_dream,ZORP,3,10,0,2,0
41874,validated_dream,ZORP,3,10,1,0,0
41874,validated_dream,ZORP,3,10,2,0,0
41874,validated_dream,ZORP,3,10,3,1,1
41874,validated_dream,ZORP,11,1,0,3,0
41874,validated_dream,ZORP,11,1,1,0,0
41874,validated_dream,ZORP,11,1,2,0,0
41874,validated_dream,ZORP,11,1,3,0,0
41874,validated_dream,ZORP,5,10,0,0,0
41874,validated_dream,ZORP,5,10,1,0,0
41874,validated_dream,ZORP,5,10,2,3,0
41874,validated_dream,ZORP,5,10,3,1,0
41874,validated_dream,ZORP,12,0,0,2,0
41874,validated_dream,ZORP,12,0,1,0,1
41874,validated_hard_anchor,ZORP,3,7,0,2,1
41874,validated_hard_anchor,ZORP,8,7,0,3,1
41874,validated_hard_anchor,ZORP,7,10,0,3,0
41874,validated_hard_anchor,ZORP,7,10,1,1,1
41874,validated_hard_anchor,ZORP,12,7,0,2,0
41874,validated_hard_anchor,ZORP,12,7,1,0,0
41874,validated_hard_anchor,ZORP,12,7,2,1,0
41874,validated_hard_anchor,ZORP,12,7,3,2,0
41874,validated_hard_anchor,ZORP,15,7,0,1,0
41874,validated_hard_anchor,ZORP,15,7,1,0,0
41874,validated_hard_anchor,ZORP,15,7,2,0,0
41874,validated_hard_anchor,ZORP,15,7,3,2,1
41874,validated_hard_anchor,ZORP,9,7,0,0,0
41874,validated_hard_anchor,ZORP,9,7,1,0,0
41874,validated_hard_anchor,ZORP,9,7,2,3,0
41874,validated_hard_anchor,ZORP,9,7,3,1,1
41874,validated_hard_anchor,ZORP,7,3,0,2,1
41874,validated_hard_anchor,ZORP,7,9,0,1,0
41874,validated_hard_anchor,ZORP,7,9,1,1,0
41874,validated_hard_anchor,ZORP,7,9,2,0,0
41874,validated_hard_anchor,ZORP,7,9,3,0,0
41874,validated_hard_anchor,ZORP,10,7,0,3,0
41874,validated_hard_anchor,ZORP,10,7,1,1,0
41874,validated_hard_anchor,ZORP,10,7,2,2,0
41874,validated_hard_anchor,ZORP,10,7,3,1,0
41874,validated_hard_anchor,ZORP,12,5,0,2,0
41874,validated_hard_anchor,ZORP,12,5,1,1,0
41874,validated_hard_anchor,ZORP,12,5,2,2,0
41874,validated_hard_anchor,ZORP,12,5,3,1,0
41874,validated_hard_anchor,ZORP,13,6,0,3,0
41874,validated_hard_anchor,ZORP,13,6,1,0,0
41874,validated_hard_anchor,ZORP,13,6,2,0,0
41874,validated_hard_anchor,ZORP,13,6,3,1,0
41874,validated_hard_anchor,ZORP,14,5,0,2,0
41874,validated_hard_anchor,ZORP,14,5,1,2,0
41874,validated_hard_anchor,ZORP,14,5,2,2,0
41874,validated_hard_anchor,ZORP,14,5,3,1,0
41874,validated_hard_anchor,ZORP,14,9,0,2,0
41874,validated_hard_anchor,ZORP,14,9,1,1,0
41874,validated_hard_anchor,ZORP,14,9,2,3,0
41874,validated_hard_anchor,ZORP,14,9,3,2,0
41874,validated_hard_anchor,ZORP,7,7,0,1,0
41874,validated_hard_anchor,ZORP,7,7,1,1,0
41874,validated_hard_anchor,ZORP,7,7,2,2,1
41874,validated_hard_anchor,ZORP,13,2,0,3,0
41874,validated_hard_anchor,ZORP,13,2,1,1,0
41874,validated_hard_anchor,ZORP,13,2,2,2,1
41874,validated_hard_anchor,ZORP,14,3,0,0,1
41874,validated_hard_anchor,ZORP,0,7,0,0,0
41874,validated_hard_anchor,ZORP,0,7,1,1,0
41874,validated_hard_anchor,ZORP,0,7,2,2,0
41874,validated_hard_anchor,ZORP,0,7,3,1,0
41874,validated_hard_anchor,ZORP,4,3,0,1,0
41874,validated_hard_anchor,ZORP,4,3,1,0,0
41874,validated_hard_anchor,ZORP,4,3,2,1,0
41874,validated_hard_anchor,ZORP,4,3,3,0,0
41874,validated_hard_anchor,ZORP,3,13,0,1,0
41874,validated_hard_anchor,ZORP,3,13,1,2,1
41874,validated_hard_anchor,ZORP,9,14,0,0,0
41874,validated_hard_anchor,ZORP,9,14,1,3,0
41874,validated_hard_anchor,ZORP,9,14,2,2,1
41874,validated_hard_anchor,ZORP,14,2,0,1,0
41874,validated_hard_anchor,ZORP,14,2,1,1,0
41874,validated_hard_anchor,ZORP,14,2,2,2,0
41874,validated_hard_anchor,ZORP,14,2,3,0,0
41874,validated_hard_anchor,ZORP,13,1,0,2,0
41874,validated_hard_anchor,ZORP,13,1,1,2,0
41874,validated_hard_anchor,ZORP,13,1,2,3,0
41874,validated_hard_anchor,ZORP,13,1,3,2,0
41874,validated_hard_anchor,ZORP,15,5,0,1,0
41874,validated_hard_anchor,ZORP,15,5,1,3,0
41874,validated_hard_anchor,ZORP,15,5,2,0,0
41874,validated_hard_anchor,ZORP,15,5,3,1,0
41874,validated_hard_anchor,ZORP,9,12,0,0,0
41874,validated_hard_anchor,ZORP,9,12,1,1,0
41874,validated_hard_anchor,ZORP,9,12,2,3,0
41874,validated_hard_anchor,ZORP,9,12,3,2,1
41874,validated_hard_anchor,ZORP,4,12,0,2,0
41874,validated_hard_anchor,ZORP,4,12,1,0,1
41874,validated_hard_anchor,ZORP,5,12,0,1,0
41874,validated_hard_anchor,ZORP,5,12,1,0,0
41874,validated_hard_anchor,ZORP,5,12,2,0,0
41874,validated_hard_anchor,ZORP,5,12,3,3,0
41874,validated_hard_anchor,ZORP,12,6,0,1,0
41874,validated_hard_anchor,ZORP,12,6,1,2,0
41874,validated_hard_anchor,ZORP,12,6,2,3,0
41874,validated_hard_anchor,ZORP,12,6,3,3,0
41874,validated_hard_anchor,ZORP,15,12,0,1,1
41874,validated_hard_anchor,ZORP,15,4,0,0,0
41874,validated_hard_anchor,ZORP,15,4,1,0,0
41874,validated_hard_anchor,ZORP,15,4,2,0,0
41874,validated_hard_anchor,ZORP,15,4,3,3,0
41874,validated_hard_anchor,ZORP,5,14,0,0,0
41874,validated_hard_anchor,ZORP,5,14,1,0,0
41874,validated_hard_anchor,ZORP,5,14,2,0,0
41874,validated_hard_anchor,ZORP,5,14,3,2,1
41874,validated_hard_anchor,ZORP,15,3,0,2,1
41874,validated_hard_anchor,ZORP,15,14,0,1,1
41874,validated_hard_anchor,ZORP,5,4,0,2,1
41874,validated_hard_anchor,ZORP,9,9,0,0,0
41874,validated_hard_anchor,ZORP,9,9,1,2,0
41874,validated_hard_anchor,ZORP,9,9,2,1,1
41874,validated_hard_anchor,ZORP,2,14,0,0,0
41874,validated_hard_anchor,ZORP,2,14,1,3,1
41874,validated_hard_anchor,ZORP,14,11,0,0,1
41874,validated_hard_anchor,ZORP,11,5,0,2,1
41874,validated_hard_anchor,ZORP,11,15,0,2,1
41874,validated_hard_anchor,ZORP,11,4,0,1,1
41874,validated_hard_anchor,ZORP,15,6,0,2,0
41874,validated_hard_anchor,ZORP,15,6,1,3,0
41874,validated_hard_anchor,ZORP,15,6,2,3,0
41874,validated_hard_anchor,ZORP,15,6,3,3,0
41874,validated_hard_anchor,ZORP,15,2,0,0,0
41874,validated_hard_anchor,ZORP,15,2,1,1,1
41874,validated_hard_anchor,ZORP,5,15,0,1,1
41874,validated_hard_anchor,ZORP,4,11,0,0,0
41874,validated_hard_anchor,ZORP,4,11,1,0,0
41874,validated_hard_anchor,ZORP,4,11,2,0,0
41874,validated_hard_anchor,ZORP,4,11,3,3,1
41874,validated_hard_anchor,ZORP,2,12,0,0,0
41874,validated_hard_anchor,ZORP,2,12,1,1,0
41874,validated_hard_anchor,ZORP,2,12,2,3,1
41874,validated_hard_anchor,ZORP,4,14,0,1,0
41874,validated_hard_anchor,ZORP,4,14,1,1,0
41874,validated_hard_anchor,ZORP,4,14,2,3,0
41874,validated_hard_anchor,ZORP,4,14,3,1,0
41874,validated_hard_anchor,ZORP,3,8,0,1,1
41874,validated_hard_anchor,ZORP,12,1,0,1,0
41874,validated_hard_anchor,ZORP,12,1,1,0,0
41874,validated_hard_anchor,ZORP,12,1,2,2,0
41874,validated_hard_anchor,ZORP,12,1,3,0,0
41874,validated_hard_anchor,ZORP,4,15,0,1,0
41874,validated_hard_anchor,ZORP,4,15,1,1,0
41874,validated_hard_anchor,ZORP,4,15,2,0,0
41874,validated_hard_anchor,ZORP,4,15,3,0,0
41971,validated_uniform,ZORP,3,6,0,0,0
41971,validated_uniform,ZORP,3,6,1,2,0
41971,validated_uniform,ZORP,3,6,2,2,0
41971,validated_uniform,ZORP,3,6,3,0,0
41971,validated_uniform,ZORP,4,0,0,2,0
41971,validated_uniform,ZORP,4,0,1,2,0
41971,validated_uniform,ZORP,4,0,2,2,0
41971,validated_uniform,ZORP,4,0,3,3,0
41971,validated_uniform,ZORP,12,6,0,2,0
41971,validated_uniform,ZORP,12,6,1,2,0
41971,validated_uniform,ZORP,12,6,2,2,0
41971,validated_uniform,ZORP,12,6,3,0,1
41971,validated_uniform,ZORP,8,0,0,2,0
41971,validated_uniform,ZORP,8,0,1,2,0
41971,validated_uniform,ZORP,8,0,2,2,0
41971,validated_uniform,ZORP,8,0,3,2,0
41971,validated_uniform,ZORP,9,0,0,0,0
41971,validated_uniform,ZORP,9,0,1,2,0
41971,validated_uniform,ZORP,9,0,2,3,1
41971,validated_uniform,ZORP,1,13,0,2,0
41971,validated_uniform,ZORP,1,13,1,3,0
41971,validated_uniform,ZORP,1,13,2,2,0
41971,validated_uniform,ZORP,1,13,3,3,0
41971,validated_uniform,ZORP,14,3,0,1,0
41971,validated_uniform,ZORP,14,3,1,2,1
41971,validated_uniform,ZORP,6,15,0,2,1
41971,validated_uniform,ZORP,12,2,0,3,0
41971,validated_uniform,ZORP,12,2,1,1,0
41971,validated_uniform,ZORP,12,2,2,3,0
41971,validated_uniform,ZORP,12,2,3,1,0
41971,validated_uniform,ZORP,8,12,0,0,0
41971,validated_uniform,ZORP,8,12,1,1,1
41971,validated_uniform,ZORP,11,6,0,3,1
41971,validated_uniform,ZORP,14,12,0,0,1
41971,validated_uniform,ZORP,13,4,0,2,0
41971,validated_uniform,ZORP,13,4,1,2,0
41971,validated_uniform,ZORP,13,4,2,2,0
41971,validated_uniform,ZORP,13,4,3,2,0
41971,validated_uniform,ZORP,8,14,0,2,0
41971,validated_uniform,ZORP,8,14,1,2,0
41971,validated_uniform,ZORP,8,14,2,3,0
41971,validated_uniform,ZORP,8,14,3,0,1
41971,validated_uniform,ZORP,4,14,0,0,1
41971,validated_uniform,ZORP,4,8,0,3,0
41971,validated_uniform,ZORP,4,8,1,3,0
41971,validated_uniform,ZORP,4,8,2,2,0
41971,validated_uniform,ZORP,4,8,3,0,0
41971,validated_uniform,ZORP,7,11,0,2,0
41971,validated_uniform,ZORP,7,11,1,3,0
41971,validated_uniform,ZORP,7,11,2,3,0
41971,validated_uniform,ZORP,7,11,3,2,0
41971,validated_uniform,ZORP,6,10,0,2,0
41971,validated_uniform,ZORP,6,10,1,0,0
41971,validated_uniform,ZORP,6,10,2,1,1
41971,validated_uniform,ZORP,10,3,0,1,0
41971,validated_uniform,ZORP,10,3,1,2,1
41971,validated_uniform,ZORP,10,5,0,0,0
41971,validated_uniform,ZORP,10,5,1,2,0
41971,validated_uniform,ZORP,10,5,2,0,0
41971,validated_uniform,ZORP,10,5,3,2,0
41971,validated_uniform,ZORP,1,11,0,1,0
41971,validated_uniform,ZORP,1,11,1,1,0
41971,validated_uniform,ZORP,1,11,2,2,0
41971,validated_uniform,ZORP,1,11,3,1,0
41971,validated_uniform,ZORP,11,13,0,3,0
41971,validated_uniform,ZORP,11,13,1,2,0
41971,validated_uniform,ZORP,11,13,2,0,1
41971,validated_uniform,ZORP,12,1,0,0,0
41971,validated_uniform,ZORP,12,1,1,0,0
41971,validated_uniform,ZORP,12,1,2,0,0
41971,validated_uniform,ZORP,12,1,3,1,0
41971,validated_uniform,ZORP,15,5,0,1,0
41971,validated_uniform,ZORP,15,5,1,1,0
41971,validated_uniform,ZORP,15,5,2,2,0
41971,validated_uniform,ZORP,15,5,3,1,0
41971,validated_uniform,ZORP,8,4,0,1,1
41971,validated_uniform,ZORP,3,12,0,1,0
41971,validated_uniform,ZORP,3,12,1,1,0
41971,validated_uniform,ZORP,3,12,2,2,1
41971,validated_uniform,ZORP,7,14,0,1,0
41971,validated_uniform,ZORP,7,14,1,3,1
41971,validated_uniform,ZORP,12,5,0,2,1
41971,validated_uniform,ZORP,0,8,0,0,0
41971,validated_uniform,ZORP,0,8,1,2,0
41971,validated_uniform,ZORP,0,8,2,0,0
41971,validated_uniform,ZORP,0,8,3,2,0
41971,validated_uniform,ZORP,2,15,0,2,1
41971,validated_uniform,ZORP,14,5,0,2,0
41971,validated_uniform,ZORP,14,5,1,2,0
41971,validated_uniform,ZORP,14,5,2,2,0
41971,validated_uniform,ZORP,14,5,3,2,0
41971,validated_uniform,ZORP,14,13,0,0,0
41971,validated_uniform,ZORP,14,13,1,0,0
41971,validated_uniform,ZORP,14,13,2,2,0
41971,validated_uniform,ZORP,14,13,3,2,0
41971,validated_uniform,ZORP,11,14,0,0,0
41971,validated_uniform,ZORP,11,14,1,2,0
41971,validated_uniform,ZORP,11,14,2,3,1
41971,validated_uniform,ZORP,15,6,0,3,1
41971,validated_uniform,ZORP,2,6,0,0,0
41971,validated_uniform,ZORP,2,6,1,1,1
41971,validated_uniform,ZORP,14,1,0,3,1
41971,validated_uniform,ZORP,0,14,0,2,0
41971,validated_uniform,ZORP,0,14,1,0,1
41971,validated_uniform,ZORP,0,15,0,0,0
41971,validated_uniform,ZORP,0,15,1,0,0
41971,validated_uniform,ZORP,0,15,2,0,0
41971,validated_uniform,ZORP,0,15,3,0,0
41971,validated_uniform,ZORP,9,12,0,2,0
41971,validated_uniform,ZORP,9,12,1,2,0
41971,validated_uniform,ZORP,9,12,2,2,0
41971,validated_uniform,ZORP,9,12,3,2,0
41971,validated_uniform,ZORP,11,15,0,2,0
41971,validated_uniform,ZORP,11,15,1,2,0
41971,validated_uniform,ZORP,11,15,2,0,0
41971,validated_uniform,ZORP,11,15,3,2,0
41971,validated_uniform,ZORP,2,10,0,3,0
41971,validated_uniform,ZORP,2,10,1,3,0
41971,validated_uniform,ZORP,2,10,2,2,0
41971,validated_uniform,ZORP,2,10,3,1,1
41971,validated_uniform,ZORP,13,7,0,2,0
41971,validated_uniform,ZORP,13,7,1,1,0
41971,validated_uniform,ZORP,13,7,2,0,1
41971,validated_uniform,ZORP,0,3,0,2,0
41971,validated_uniform,ZORP,0,3,1,2,0
41971,validated_uniform,ZORP,0,3,2,2,0
41971,validated_uniform,ZORP,0,3,3,1,0
41971,validated_uniform,ZORP,2,9,0,2,0
41971,validated_uniform,ZORP,2,9,1,0,0
41971,validated_uniform,ZORP,2,9,2,0,0
41971,validated_uniform,ZORP,2,9,3,2,0
41971,validated_uniform,ZORP,14,7,0,0,0
41971,validated_uniform,ZORP,14,7,1,1,0
41971,validated_uniform,ZORP,14,7,2,1,0
41971,validated_uniform,ZORP,14,7,3,0,0
41971,validated_uniform,ZORP,11,1,0,0,1
41971,validated_uniform,ZORP,10,1,0,1,0
41971,validated_uniform,ZORP,10,1,1,2,0
41971,validated_uniform,ZORP,10,1,2,3,1
41971,validated_uniform,ZORP,6,2,0,1,1
41971,validated_hard,ZORP,4,0,0,3,0
41971,validated_hard,ZORP,4,0,1,2,0
41971,validated_hard,ZORP,4,0,2,1,1
41971,validated_hard,ZORP,6,2,0,3,0
41971,validated_hard,ZORP,6,2,1,0,0
41971,validated_hard,ZORP,6,2,2,2,0
41971,validated_hard,ZORP,6,2,3,0,0
41971,validated_hard,ZORP,6,11,0,0,0
41971,validated_hard,ZORP,6,11,1,2,1
41971,validated_hard,ZORP,6,12,0,2,0
41971,validated_hard,ZORP,6,12,1,1,0
41971,validated_hard,ZORP,6,12,2,0,1
41971,validated_hard,ZORP,6,8,0,0,1
41971,validated_hard,ZORP,6,15,0,3,0
41971,validated_hard,ZORP,6,15,1,0,0
41971,validated_hard,ZORP,6,15,2,0,0
41971,validated_hard,ZORP,6,15,3,2,1
41971,validated_hard,ZORP,4,7,0,2,0
41971,validated_hard,ZORP,4,7,1,3,1
41971,validated_hard,ZORP,2,6,0,0,0
41971,validated_hard,ZORP,2,6,1,0,0
41971,validated_hard,ZORP,2,6,2,2,0
41971,validated_hard,ZORP,2,6,3,3,0
41971,validated_hard,ZORP,4,8,0,2,0
41971,validated_hard,ZORP,4,8,1,0,0
41971,validated_hard,ZORP,4,8,2,2,0
41971,validated_hard,ZORP,4,8,3,0,0
41971,validated_hard,ZORP,6,10,0,0,0
41971,validated_hard,ZORP,6,10,1,3,0
41971,validated_hard,ZORP,6,10,2,2,0
41971,validated_hard,ZORP,6,10,3,3,0
41971,validated_hard,ZORP,4,2,0,0,1
41971,validated_hard,ZORP,0,7,0,2,0
41971,validated_hard,ZORP,0,7,1,0,0
41971,validated_hard,ZORP,0,7,2,1,0
41971,validated_hard,ZORP,0,7,3,3,1
41971,validated_hard,ZORP,4,11,0,0,0
41971,validated_hard,ZORP,4,11,1,3,1
41971,validated_hard,ZORP,4,14,0,2,0
41971,validated_hard,ZORP,4,14,1,0,1
41971,validated_hard,ZORP,2,4,0,1,0
41971,validated_hard,ZORP,2,4,1,2,0
41971,validated_hard,ZORP,2,4,2,0,1
41971,validated_hard,ZORP,0,14,0,3,0
41971,validated_hard,ZORP,0,14,1,1,0
41971,validated_hard,ZORP,0,14,2,0,1
41971,validated_hard,ZORP,4,15,0,2,0
41971,validated_hard,ZORP,4,15,1,3,1
41971,validated_hard,ZORP,0,4,0,2,0
41971,validated_hard,ZORP,0,4,1,2,0
41971,validated_hard,ZORP,0,4,2,2,0
41971,validated_hard,ZORP,0,4,3,3,0
41971,validated_hard,ZORP,4,10,0,2,0
41971,validated_hard,ZORP,4,10,1,2,0
41971,validated_hard,ZORP,4,10,2,2,0
41971,validated_hard,ZORP,4,10,3,3,0
41971,validated_hard,ZORP,2,9,0,3,1
41971,validated_hard,ZORP,2,15,0,2,1
41971,validated_hard,ZORP,0,8,0,2,0
41971,validated_hard,ZORP,0,8,1,0,0
41971,validated_hard,ZORP,0,8,2,2,0
41971,validated_hard,ZORP,0,8,3,2,0
41971,validated_hard,ZORP,0,3,0,2,0
41971,validated_hard,ZORP,0,3,1,1,0
41971,validated_hard,ZORP,0,3,2,2,0
41971,validated_hard,ZORP,0,3,3,2,0
41971,validated_hard,ZORP,0,15,0,1,0
41971,validated_hard,ZORP,0,15,1,2,0
41971,validated_hard,ZORP,0,15,2,1,0
41971,validated_hard,ZORP,0,15,3,1,0
41971,validated_hard,ZORP,0,0,0,1,1
41971,validated_hard,ZORP,12,0,0,1,1
41971,validated_hard,ZORP,2,10,0,2,0
41971,validated_hard,ZORP,2,10,1,3,0
41971,validated_hard,ZORP,2,10,2,0,0
41971,validated_hard,ZORP,2,10,3,2,0
41971,validated_hard,ZORP,2,2,0,0,0
41971,validated_hard,ZORP,2,2,1,2,0
41971,validated_hard,ZORP,2,2,2,0,0
41971,validated_hard,ZORP,2,2,3,0,0
41971,validated_hard,ZORP,0,10,0,0,1
41971,validated_hard,ZORP,14,7,0,2,1
41971,validated_hard,ZORP,14,1,0,3,1
41971,validated_hard,ZORP,14,2,0,3,0
41971,validated_hard,ZORP,14,2,1,0,0
41971,validated_hard,ZORP,14,2,2,2,0
41971,validated_hard,ZORP,14,2,3,2,0
41971,validated_hard,ZORP,14,3,0,2,1
41971,validated_hard,ZORP,8,0,0,2,0
41971,validated_hard,ZORP,8,0,1,0,0
41971,validated_hard,ZORP,8,0,2,3,0
41971,validated_hard,ZORP,8,0,3,0,0
41971,validated_hard,ZORP,14,13,0,0,0
41971,validated_hard,ZORP,14,13,1,2,0
41971,validated_hard,ZORP,14,13,2,0,0
41971,validated_hard,ZORP,14,13,3,0,0
41971,validated_hard,ZORP,14,12,0,0,1
41971,validated_hard,ZORP,12,6,0,0,1
41971,validated_hard,ZORP,14,5,0,3,1
41971,validated_hard,ZORP,8,4,0,2,0
41971,validated_hard,ZORP,8,4,1,2,0
41971,validated_hard,ZORP,8,4,2,0,0
41971,validated_hard,ZORP,8,4,3,2,0
41971,validated_hard,ZORP,12,2,0,2,0
41971,validated_hard,ZORP,12,2,1,3,0
41971,validated_hard,ZORP,12,2,2,2,0
41971,validated_hard,ZORP,12,2,3,1,0
41971,validated_hard,ZORP,12,1,0,2,1
41971,validated_hard,ZORP,8,3,0,3,1
41971,validated_hard,ZORP,8,2,0,2,0
41971,validated_hard,ZORP,8,2,1,2,0
41971,validated_hard,ZORP,8,2,2,0,1
41971,validated_hard,ZORP,8,14,0,2,0
41971,validated_hard,ZORP,8,14,1,0,1
41971,validated_hard,ZORP,8,1,0,2,1
41971,validated_hard,ZORP,12,11,0,2,0
41971,validated_hard,ZORP,12,11,1,2,0
41971,validated_hard,ZORP,12,11,2,2,0
41971,validated_hard,ZORP,12,11,3,2,0
41971,validated_hard,ZORP,9,0,0,3,1
41971,validated_hard,ZORP,8,12,0,2,0
41971,validated_hard,ZORP,8,12,1,0,0
41971,validated_hard,ZORP,8,12,2,2,0
41971,validated_hard,ZORP,8,12,3,1,1
41971,validated_dream,ZORP,6,11,0,0,0
41971,validated_dream,ZORP,6,11,1,3,0
41971,validated_dream,ZORP,6,11,2,1,0
41971,validated_dream,ZORP,6,11,3,0,0
41971,validated_dream,ZORP,6,12,0,0,1
41971,validated_dream,ZORP,6,8,0,0,1
41971,validated_dream,ZORP,6,15,0,1,0
41971,validated_dream,ZORP,6,15,1,3,0
41971,validated_dream,ZORP,6,15,2,3,0
41971,validated_dream,ZORP,6,15,3,2,1
41971,validated_dream,ZORP,4,8,0,2,0
41971,validated_dream,ZORP,4,8,1,2,0
41971,validated_dream,ZORP,4,8,2,2,0
41971,validated_dream,ZORP,4,8,3,0,0
41971,validated_dream,ZORP,6,10,0,0,0
41971,validated_dream,ZORP,6,10,1,0,0
41971,validated_dream,ZORP,6,10,2,0,0
41971,validated_dream,ZORP,6,10,3,1,1
41971,validated_dream,ZORP,4,11,0,3,1
41971,validated_dream,ZORP,4,14,0,2,0
41971,validated_dream,ZORP,4,14,1,2,0
41971,validated_dream,ZORP,4,14,2,2,0
41971,validated_dream,ZORP,4,14,3,0,1
41971,validated_dream,ZORP,0,14,0,2,0
41971,validated_dream,ZORP,0,14,1,2,0
41971,validated_dream,ZORP,0,14,2,3,0
41971,validated_dream,ZORP,0,14,3,2,0
41971,validated_dream,ZORP,4,15,0,2,0
41971,validated_dream,ZORP,4,15,1,3,1
41971,validated_dream,ZORP,4,10,0,0,1
41971,validated_dream,ZORP,2,9,0,0,0
41971,validated_dream,ZORP,2,9,1,1,0
41971,validated_dream,ZORP,2,9,2,3,1
41971,validated_dream,ZORP,2,15,0,2,1
41971,validated_dream,ZORP,0,8,0,2,0
41971,validated_dream,ZORP,0,8,1,0,0
41971,validated_dream,ZORP,0,8,2,0,0
41971,validated_dream,ZORP,0,8,3,3,0
41971,validated_dream,ZORP,0,15,0,0,0
41971,validated_dream,ZORP,0,15,1,2,0
41971,validated_dream,ZORP,0,15,2,2,0
41971,validated_dream,ZORP,0,15,3,1,0
41971,validated_dream,ZORP,12,0,0,3,0
41971,validated_dream,ZORP,12,0,1,2,0
41971,validated_dream,ZORP,12,0,2,3,0
41971,validated_dream,ZORP,12,0,3,0,0
41971,validated_dream,ZORP,2,10,0,1,1
41971,validated_dream,ZORP,0,10,0,2,0
41971,validated_dream,ZORP,0,10,1,0,1
41971,validated_dream,ZORP,14,7,0,1,0
41971,validated_dream,ZORP,14,7,1,2,1
41971,validated_dream,ZORP,14,1,0,0,0
41971,validated_dream,ZORP,14,1,1,2,0
41971,validated_dream,ZORP,14,1,2,2,0
41971,validated_dream,ZORP,14,1,3,1,0
41971,validated_dream,ZORP,14,2,0,1,1
41971,validated_dream,ZORP,14,3,0,2,1
41971,validated_dream,ZORP,8,0,0,0,0
41971,validated_dream,ZORP,8,0,1,2,0
41971,validated_dream,ZORP,8,0,2,2,0
41971,validated_dream,ZORP,8,0,3,3,0
41971,validated_dream,ZORP,12,6,0,1,0
41971,validated_dream,ZORP,12,6,1,0,1
41971,validated_dream,ZORP,14,5,0,2,0
41971,validated_dream,ZORP,14,5,1,3,1
41971,validated_dream,ZORP,8,4,0,1,1
41971,validated_dream,ZORP,12,2,0,3,0
41971,validated_dream,ZORP,12,2,1,2,0
41971,validated_dream,ZORP,12,2,2,1,0
41971,validated_dream,ZORP,12,2,3,2,0
41971,validated_dream,ZORP,12,1,0,2,1
41971,validated_dream,ZORP,8,3,0,2,0
41971,validated_dream,ZORP,8,3,1,1,0
41971,validated_dream,ZORP,8,3,2,0,0
41971,validated_dream,ZORP,8,3,3,1,0
41971,validated_dream,ZORP,8,2,0,1,0
41971,validated_dream,ZORP,8,2,1,0,1
41971,validated_dream,ZORP,8,1,0,2,1
41971,validated_dream,ZORP,9,0,0,2,0
41971,validated_dream,ZORP,9,0,1,1,0
41971,validated_dream,ZORP,9,0,2,0,0
41971,validated_dream,ZORP,9,0,3,2,0
41971,validated_dream,ZORP,13,6,0,0,0
41971,validated_dream,ZORP,13,6,1,2,1
41971,validated_dream,ZORP,13,4,0,2,0
41971,validated_dream,ZORP,13,4,1,0,0
41971,validated_dream,ZORP,13,4,2,2,0
41971,validated_dream,ZORP,13,4,3,2,0
41971,validated_dream,ZORP,12,5,0,2,1
41971,validated_dream,ZORP,1,13,0,1,1
41971,validated_dream,ZORP,1,8,0,0,0
41971,validated_dream,ZORP,1,8,1,3,1
41971,validated_dream,ZORP,11,6,0,1,0
41971,validated_dream,ZORP,11,6,1,0,0
41971,validated_dream,ZORP,11,6,2,2,0
41971,validated_dream,ZORP,11,6,3,2,0
41971,validated_dream,ZORP,1,11,0,1,0
41971,validated_dream,ZORP,1,11,1,2,0
41971,validated_dream,ZORP,1,11,2,2,0
